Epoch,Train_Loss,Test_Loss,Train_Accuracy,Test_Accuracy
1,564748.1875,690736.5625,0.16570438799076212,0.2730627306273063
2,939703.875,683131.875,0.2228637413394919,0.3025830258302583
3,1055820.625,669167.0,0.2719399538106236,0.3025830258302583
4,1201469.625,672242.8125,0.29503464203233254,0.3025830258302583
5,1281533.75,685801.8125,0.29445727482678985,0.3025830258302583
6,1360267.375,736210.0625,0.2979214780600462,0.3025830258302583
7,1779852.25,730966.1875,0.3008083140877598,0.3025830258302583
8,1644533.75,673903.125,0.3002309468822171,0.3025830258302583
9,1216205.625,562428.875,0.30138568129330257,0.3025830258302583
10,823942.1875,461546.59375,0.2996535796766744,0.3025830258302583
11,1336866.375,374289.125,0.3008083140877598,0.3025830258302583
12,2033522.375,350903.03125,0.3031177829099307,0.3025830258302583
13,2021542.625,364088.09375,0.30196304849884525,0.3025830258302583
14,2194588.5,320722.1875,0.3008083140877598,0.3025830258302583
15,1414173.375,283014.625,0.30138568129330257,0.3025830258302583
16,983988.875,257146.625,0.302540415704388,0.3025830258302583
17,1632677.0,240575.421875,0.30196304849884525,0.3025830258302583
18,2511439.5,224051.234375,0.30138568129330257,0.3025830258302583
19,2487731.0,193941.859375,0.30138568129330257,0.3025830258302583
20,1129385.375,188896.765625,0.30196304849884525,0.3025830258302583
21,801004.6875,199305.25,0.302540415704388,0.3025830258302583
22,1099380.25,202793.03125,0.30196304849884525,0.3025830258302583
23,3308510.75,159794.46875,0.30196304849884525,0.3025830258302583
24,653799.375,140900.1875,0.30196304849884525,0.3025830258302583
25,404432.375,142977.65625,0.30196304849884525,0.3025830258302583
26,1073578.75,138313.453125,0.30196304849884525,0.3025830258302583
27,1524622.75,124601.390625,0.30196304849884525,0.3025830258302583
28,1155829.75,113591.296875,0.30196304849884525,0.3025830258302583
29,598723.875,111924.09375,0.30196304849884525,0.3025830258302583
30,1014302.5625,111340.265625,0.30196304849884525,0.3025830258302583
31,970064.8125,108094.5703125,0.30196304849884525,0.3025830258302583
32,726719.8125,106303.171875,0.30196304849884525,0.3025830258302583
33,1311579.75,104332.109375,0.302540415704388,0.3025830258302583
34,546069.3125,101241.2578125,0.30196304849884525,0.3025830258302583
35,970209.0625,98652.7890625,0.30196304849884525,0.3025830258302583
36,501644.09375,92436.328125,0.30196304849884525,0.3025830258302583
37,289041.53125,86150.171875,0.30196304849884525,0.3025830258302583
38,935639.1875,82282.4296875,0.30196304849884525,0.3025830258302583
39,639120.8125,75190.671875,0.30196304849884525,0.3025830258302583
40,484797.9375,69705.46875,0.30196304849884525,0.3025830258302583
41,257382.34375,65173.0625,0.30196304849884525,0.3025830258302583
42,502494.875,61353.21875,0.30196304849884525,0.3025830258302583
43,106386.8203125,58992.15625,0.30196304849884525,0.3025830258302583
44,232492.8125,56189.79296875,0.30196304849884525,0.3025830258302583
45,163862.78125,54623.5,0.30196304849884525,0.3025830258302583
46,673974.3125,52790.6484375,0.30196304849884525,0.3025830258302583
47,1012360.0625,50748.203125,0.30196304849884525,0.3025830258302583
48,624785.875,50210.4453125,0.30196304849884525,0.3025830258302583
49,455713.96875,48701.359375,0.30196304849884525,0.3025830258302583
50,1368671.25,49291.328125,0.30196304849884525,0.3025830258302583
51,254770.71875,47579.17578125,0.30196304849884525,0.3025830258302583
52,313377.21875,46451.5625,0.30196304849884525,0.3025830258302583
53,649256.0625,45140.81640625,0.30196304849884525,0.3025830258302583
54,437364.28125,42375.1015625,0.30196304849884525,0.3025830258302583
55,271937.59375,41505.78125,0.30196304849884525,0.3025830258302583
56,469588.875,40663.43359375,0.30196304849884525,0.3025830258302583
57,536325.9375,37155.12890625,0.30196304849884525,0.3025830258302583
58,540855.5625,36010.50390625,0.30196304849884525,0.3025830258302583
59,389008.40625,35051.828125,0.30196304849884525,0.3025830258302583
60,624286.8125,34368.8984375,0.30196304849884525,0.3025830258302583
61,462484.78125,32826.67578125,0.30196304849884525,0.3025830258302583
62,256799.765625,30803.89453125,0.30196304849884525,0.3025830258302583
63,160498.84375,30765.625,0.30196304849884525,0.3025830258302583
64,115228.28125,29868.55859375,0.30196304849884525,0.3025830258302583
65,209178.65625,29760.109375,0.30196304849884525,0.3025830258302583
66,160345.609375,29145.25390625,0.30196304849884525,0.3025830258302583
67,241081.5625,28820.50390625,0.30196304849884525,0.3025830258302583
68,182796.609375,28188.1875,0.30196304849884525,0.3025830258302583
69,162585.40625,27793.984375,0.30196304849884525,0.3025830258302583
70,89628.203125,27506.33203125,0.30196304849884525,0.3025830258302583
71,222508.609375,26952.853515625,0.30196304849884525,0.3025830258302583
72,143296.640625,27017.80859375,0.30196304849884525,0.3025830258302583
73,137143.109375,26446.37109375,0.30196304849884525,0.3025830258302583
74,143649.75,26320.95703125,0.30196304849884525,0.3025830258302583
75,132195.96875,25830.115234375,0.30196304849884525,0.3025830258302583
76,36167.625,25799.095703125,0.30196304849884525,0.3025830258302583
77,108573.640625,25641.62109375,0.30196304849884525,0.3025830258302583
78,149323.28125,25446.66015625,0.30196304849884525,0.3025830258302583
79,140228.109375,25417.91796875,0.30196304849884525,0.3025830258302583
80,372619.125,24700.484375,0.30196304849884525,0.3025830258302583
81,230125.96875,25037.375,0.30196304849884525,0.3025830258302583
82,68906.484375,24971.283203125,0.30196304849884525,0.3025830258302583
83,239621.515625,24572.541015625,0.30196304849884525,0.3025830258302583
84,100644.25,24255.638671875,0.30196304849884525,0.3025830258302583
85,59472.140625,24646.09375,0.30196304849884525,0.3025830258302583
86,102912.84375,24615.712890625,0.30196304849884525,0.3025830258302583
87,80529.1484375,24448.68359375,0.30196304849884525,0.3025830258302583
88,349846.46875,24343.904296875,0.30196304849884525,0.3025830258302583
89,48733.53515625,24169.197265625,0.30196304849884525,0.3025830258302583
90,142486.984375,24137.85546875,0.30196304849884525,0.3025830258302583
91,26485.921875,24253.982421875,0.30196304849884525,0.3025830258302583
92,71179.8515625,23554.1484375,0.30196304849884525,0.3025830258302583
93,80981.2265625,23998.541015625,0.30196304849884525,0.3025830258302583
94,92311.828125,24129.3359375,0.30196304849884525,0.3025830258302583
95,148518.515625,23863.91015625,0.30196304849884525,0.3025830258302583
96,174959.5625,23753.240234375,0.30196304849884525,0.3025830258302583
97,40762.31640625,23581.658203125,0.30196304849884525,0.3025830258302583
98,30629.8046875,23525.189453125,0.30196304849884525,0.3025830258302583
99,203226.3125,24001.65234375,0.30196304849884525,0.3025830258302583
