Epoch,Train_Loss,Test_Loss,Train_Accuracy,Test_Accuracy
1,1177424.625,1936928.625,0.11744281045751634,0.12549019607843137
2,3474650.25,1999328.625,0.12254901960784313,0.14183006535947712
3,4748318.0,2331757.25,0.13337418300653595,0.16797385620915034
4,5657301.0,2431765.25,0.1460375816993464,0.1843137254901961
5,14808599.0,1902498.375,0.15379901960784315,0.22026143790849673
6,17002846.0,1389035.0,0.16319444444444445,0.24248366013071895
7,8051263.0,1319029.5,0.1823937908496732,0.23986928104575164
8,14613099.0,1499334.375,0.18647875816993464,0.23921568627450981
9,8566196.0,1707712.75,0.19076797385620914,0.2503267973856209
10,10410974.0,1680644.75,0.2028186274509804,0.24248366013071895
11,14254768.0,1289304.0,0.21711601307189543,0.24444444444444444
12,23084234.0,911211.5625,0.22038398692810457,0.238562091503268
13,14786384.0,863801.8125,0.22487745098039216,0.2601307189542484
14,10963559.0,1033783.5625,0.2332516339869281,0.25947712418300656
15,6921609.5,934428.5,0.22569444444444445,0.26862745098039215
16,29892518.0,918562.5625,0.24223856209150327,0.2725490196078431
17,13124854.0,728399.5,0.23835784313725492,0.2777777777777778
18,5971294.0,610840.25,0.23529411764705882,0.28431372549019607
19,11732583.0,610573.1875,0.24142156862745098,0.29673202614379085
20,5423745.5,593798.5625,0.24979575163398693,0.30196078431372547
21,3758469.25,579711.875,0.25674019607843135,0.3045751633986928
22,2564770.25,600000.9375,0.2555147058823529,0.3032679738562091
23,7176656.5,644555.125,0.2667483660130719,0.30718954248366015
24,8670000.0,641209.5,0.26572712418300654,0.3130718954248366
25,1392654.25,640030.375,0.275531045751634,0.3254901960784314
26,7352196.0,544967.8125,0.27532679738562094,0.3235294117647059
27,3084617.5,447046.375,0.28451797385620914,0.3196078431372549
28,3570245.25,370874.5625,0.28982843137254904,0.3300653594771242
29,3468137.25,298542.375,0.28921568627450983,0.33202614379084966
30,2959899.25,256434.78125,0.29554738562091504,0.34183006535947713
31,2475959.75,237550.171875,0.3075980392156863,0.33986928104575165
32,3112056.25,206393.703125,0.31004901960784315,0.34248366013071896
33,1995774.375,185081.453125,0.3098447712418301,0.3437908496732026
34,4808889.5,155032.78125,0.3133169934640523,0.35228758169934643
35,3522544.5,131055.5859375,0.3161764705882353,0.35751633986928105
36,3823174.5,109923.640625,0.32107843137254904,0.3686274509803922
37,595083.875,96965.5234375,0.3212826797385621,0.37058823529411766
38,1873744.375,88556.9296875,0.32822712418300654,0.373202614379085
39,3428321.25,83404.75,0.33394607843137253,0.3718954248366013
40,561247.9375,81005.28125,0.33843954248366015,0.3862745098039216
41,2770225.25,78999.4609375,0.3347630718954248,0.3862745098039216
42,2195345.0,77145.390625,0.3459967320261438,0.3915032679738562
43,2179177.5,75766.7734375,0.33925653594771243,0.39673202614379083
44,969736.8125,77267.1640625,0.3488562091503268,0.4013071895424837
45,909049.5625,80571.8984375,0.35784313725490197,0.40588235294117647
46,1808652.0,87034.5546875,0.3519199346405229,0.40522875816993464
47,1310575.625,92312.1953125,0.35232843137254904,0.4045751633986928
48,531648.0625,98430.09375,0.3568218954248366,0.40980392156862744
49,5528052.5,96403.703125,0.3604983660130719,0.4091503267973856
50,1687210.375,92361.3828125,0.36233660130718953,0.4111111111111111
51,1149712.75,87850.359375,0.3645833333333333,0.4111111111111111
52,2887895.0,78304.640625,0.3741830065359477,0.41241830065359475
53,280252.78125,70906.375,0.3698937908496732,0.4137254901960784
54,851454.0,66557.359375,0.3772467320261438,0.4169934640522876
55,151001.15625,63679.5390625,0.3821486928104575,0.4137254901960784
56,130492.4921875,62083.359375,0.3801062091503268,0.4169934640522876
57,306866.625,61044.3125,0.3821486928104575,0.4150326797385621
58,61030.96875,61449.265625,0.3872549019607843,0.4143790849673203
59,2459532.0,61896.35546875,0.38500816993464054,0.4196078431372549
60,316957.59375,61991.78515625,0.3858251633986928,0.42026143790849674
61,392420.28125,62647.87109375,0.39052287581699346,0.4176470588235294
62,874912.0625,62313.59765625,0.38848039215686275,0.42287581699346405
63,719112.875,62148.87109375,0.40318627450980393,0.41830065359477125
64,474264.375,60696.67578125,0.39133986928104575,0.4189542483660131
65,1266271.25,60728.45703125,0.3997140522875817,0.42026143790849674
66,117591.4140625,60342.6484375,0.3946078431372549,0.4196078431372549
67,1433773.0,58365.34375,0.40379901960784315,0.4215686274509804
68,1120928.875,56793.7890625,0.39889705882352944,0.42287581699346405
69,929454.0,56156.98828125,0.40318627450980393,0.4189542483660131
70,547285.5,56863.6015625,0.4048202614379085,0.42091503267973857
71,320854.5,55537.99609375,0.40032679738562094,0.42287581699346405
72,647863.9375,55848.640625,0.4035947712418301,0.4215686274509804
73,557322.9375,56271.98828125,0.41217320261437906,0.42287581699346405
74,445954.5,55453.30078125,0.4035947712418301,0.4222222222222222
75,1655532.875,55050.0234375,0.4070669934640523,0.4222222222222222
76,171063.421875,55218.06640625,0.4103349673202614,0.4235294117647059
77,660619.75,54706.2421875,0.4084967320261438,0.4215686274509804
78,951660.5,54377.8984375,0.4076797385620915,0.4235294117647059
79,737106.9375,53763.37890625,0.41299019607843135,0.4215686274509804
80,1291235.75,53753.03515625,0.41094771241830064,0.42549019607843136
81,1000300.0,53220.54296875,0.41380718954248363,0.42026143790849674
82,343358.09375,52792.99609375,0.41482843137254904,0.4235294117647059
83,315755.6875,52815.96875,0.414624183006536,0.42287581699346405
84,554536.6875,52724.26953125,0.4105392156862745,0.42091503267973857
85,306973.0625,52369.4453125,0.41891339869281047,0.4222222222222222
86,209057.046875,52026.4296875,0.41544117647058826,0.42483660130718953
87,318947.0625,51915.6328125,0.41625816993464054,0.42287581699346405
88,249737.5,51507.859375,0.4187091503267974,0.4261437908496732
89,89688.90625,51374.1015625,0.41544117647058826,0.4235294117647059
90,701435.25,51193.7421875,0.41748366013071897,0.42483660130718953
91,827873.6875,51410.5546875,0.4180964052287582,0.4287581699346405
92,536944.625,50694.82421875,0.41564542483660133,0.4235294117647059
93,694310.125,50695.8203125,0.4207516339869281,0.426797385620915
94,1095622.75,50538.60546875,0.41911764705882354,0.4287581699346405
95,544038.875,50300.17578125,0.42054738562091504,0.426797385620915
96,202530.5,50027.7578125,0.42606209150326796,0.42483660130718953
97,354749.6875,50119.83203125,0.4250408496732026,0.4287581699346405
98,175725.140625,49556.5859375,0.4215686274509804,0.42549019607843136
99,327848.6875,49585.17578125,0.4238153594771242,0.42549019607843136
100,259944.890625,49355.25,0.4303513071895425,0.43137254901960786
101,826909.9375,49257.859375,0.4309640522875817,0.4261437908496732
102,824302.5,49028.24609375,0.4354575163398693,0.4261437908496732
103,82351.2265625,49346.09765625,0.4252450980392157,0.42549019607843136
104,443710.0,49136.8671875,0.42892156862745096,0.4300653594771242
105,132104.90625,48884.77734375,0.43014705882352944,0.426797385620915
106,219894.625,48816.0546875,0.4360702614379085,0.43071895424836604
107,333778.59375,48879.46484375,0.4297385620915033,0.4287581699346405
108,56385.1171875,48219.62890625,0.4340277777777778,0.43137254901960786
109,517666.34375,48478.34375,0.43137254901960786,0.43071895424836604
110,187928.40625,48028.296875,0.4360702614379085,0.4320261437908497
111,284632.78125,47689.30859375,0.4395424836601307,0.4326797385620915
112,411170.15625,47472.39453125,0.43933823529411764,0.4339869281045752
113,240023.5,47513.78125,0.4452614379084967,0.43333333333333335
114,1337664.625,47283.29296875,0.4440359477124183,0.43594771241830066
115,451678.71875,47366.37890625,0.4415849673202614,0.434640522875817
116,295978.875,46956.2421875,0.443218954248366,0.44052287581699345
117,461179.8125,46920.2265625,0.44730392156862747,0.4372549019607843
118,272559.21875,46904.25390625,0.44873366013071897,0.43594771241830066
119,93973.59375,46521.2109375,0.4497549019607843,0.43790849673202614
120,121844.09375,46445.2734375,0.4505718954248366,0.44248366013071894
121,475861.65625,46286.01171875,0.4554738562091503,0.4437908496732026
122,514848.53125,46405.60546875,0.45036764705882354,0.44313725490196076
123,191670.84375,46395.875,0.4554738562091503,0.44640522875816996
124,136394.046875,46048.68359375,0.4556781045751634,0.44901960784313727
125,438205.21875,45765.29296875,0.45383986928104575,0.4496732026143791
126,214872.9375,46076.33984375,0.4605800653594771,0.4542483660130719
127,157397.984375,45905.3203125,0.45731209150326796,0.4542483660130719
128,229358.515625,45519.0078125,0.4599673202614379,0.45555555555555555
129,158314.875,45463.94140625,0.46425653594771243,0.4594771241830065
130,97196.7265625,45266.21875,0.4679330065359477,0.45816993464052286
131,103718.5234375,45164.1796875,0.47120098039215685,0.4620915032679739
132,163040.09375,45359.2421875,0.4752859477124183,0.4666666666666667
133,84643.3046875,44856.93359375,0.4701797385620915,0.4699346405228758
134,205238.359375,44696.53515625,0.47671568627450983,0.4725490196078431
135,170066.0625,44770.90625,0.4765114379084967,0.4764705882352941
136,666735.75,44767.1171875,0.47610294117647056,0.47908496732026146
137,127976.359375,44371.8984375,0.48570261437908496,0.4803921568627451
138,115781.1484375,44399.75,0.4838643790849673,0.4830065359477124
139,103902.46875,44445.328125,0.48427287581699346,0.48562091503267973
140,195567.359375,44225.3671875,0.4867238562091503,0.48627450980392156
141,200539.609375,44060.3125,0.48447712418300654,0.48823529411764705
142,578902.0,44077.89453125,0.494281045751634,0.492156862745098
143,424314.78125,43917.20703125,0.48651960784313725,0.49869281045751634
144,204440.15625,43839.078125,0.4944852941176471,0.49411764705882355
145,141209.34375,43729.7734375,0.5004084967320261,0.5006535947712418
146,140889.09375,43475.578125,0.4979575163398693,0.503921568627451
147,91808.2421875,43422.85546875,0.5006127450980392,0.5084967320261438
148,122439.515625,43512.890625,0.49979575163398693,0.5117647058823529
149,185701.6875,43190.8125,0.5040849673202614,0.5176470588235295
150,86924.8203125,43059.46484375,0.5110294117647058,0.5183006535947713
151,239737.953125,43018.73828125,0.5093954248366013,0.5183006535947713
152,397361.15625,42847.83203125,0.5138888888888888,0.5222222222222223
153,172203.78125,42698.04296875,0.514501633986928,0.5202614379084968
154,83197.2734375,42744.4296875,0.5175653594771242,0.5339869281045752
155,101101.25,42656.44921875,0.516952614379085,0.5287581699346405
156,55767.63671875,42710.23828125,0.5210375816993464,0.5320261437908497
157,127029.0703125,42663.42578125,0.5269607843137255,0.5352941176470588
158,72565.21875,42487.48828125,0.5298202614379085,0.5352941176470588
159,239111.84375,42250.19140625,0.5347222222222222,0.5398692810457516
160,280432.125,42006.734375,0.5302287581699346,0.5437908496732026
161,135039.953125,42260.46484375,0.5275735294117647,0.5405228758169934
162,189197.5625,42159.1796875,0.5390114379084967,0.5477124183006536
163,113692.9921875,41940.421875,0.534109477124183,0.550326797385621
164,77614.09375,41827.73046875,0.5416666666666666,0.5535947712418301
165,67564.6875,41762.42578125,0.5406454248366013,0.5549019607843138
166,343988.25,41744.6328125,0.5469771241830066,0.5601307189542484
167,135451.140625,41638.76171875,0.5518790849673203,0.5633986928104575
168,277566.53125,41460.7421875,0.5500408496732027,0.5673202614379085
169,155451.8125,41376.26171875,0.5537173202614379,0.5647058823529412
170,92978.546875,41340.890625,0.5541258169934641,0.5705882352941176
171,126475.4140625,41354.2734375,0.5537173202614379,0.5751633986928104
172,198289.640625,41146.37109375,0.568218954248366,0.5732026143790849
173,97072.75,41154.91796875,0.559640522875817,0.5712418300653594
174,165111.90625,40994.609375,0.5647467320261438,0.5745098039215686
175,145605.65625,41169.6171875,0.5692401960784313,0.5797385620915033
176,121697.9453125,40943.43359375,0.5696486928104575,0.5830065359477125
177,140402.265625,40875.4921875,0.5772058823529411,0.5843137254901961
178,320925.75,40817.39453125,0.576797385620915,0.5888888888888889
179,47637.57421875,40654.31640625,0.5761846405228758,0.5888888888888889
180,220446.78125,40616.04296875,0.5839460784313726,0.5901960784313726
181,178021.375,40503.66015625,0.5855800653594772,0.5941176470588235
182,125883.8203125,40330.41796875,0.5810866013071896,0.5973856209150327
183,287001.1875,40319.80078125,0.5902777777777778,0.5947712418300654
184,85252.5859375,40421.10546875,0.5882352941176471,0.596078431372549
185,62017.36328125,40378.09375,0.5874183006535948,0.6026143790849673
186,225067.03125,40409.21875,0.5912990196078431,0.6052287581699346
187,61642.28515625,40172.08984375,0.5945669934640523,0.6045751633986928
188,428841.1875,40419.5703125,0.5921160130718954,0.6065359477124183
189,271082.25,40677.140625,0.6025326797385621,0.6071895424836601
190,226332.21875,41201.984375,0.6013071895424836,0.6124183006535948
191,105652.3984375,40960.27734375,0.5984477124183006,0.6183006535947713
192,218282.21875,39968.99609375,0.6086601307189542,0.6169934640522876
193,180256.0,40203.25,0.6029411764705882,0.6202614379084967
194,40028.5546875,40223.2890625,0.6037581699346405,0.6222222222222222
195,53706.52734375,39889.33984375,0.6096813725490197,0.6254901960784314
196,97974.9453125,39734.28515625,0.6084558823529411,0.6294117647058823
197,78157.4453125,39821.73828125,0.6215277777777778,0.6281045751633987
198,163838.546875,39742.9453125,0.6141748366013072,0.6326797385620915
199,164383.171875,39724.83203125,0.6215277777777778,0.6398692810457516
200,56810.3125,39350.82421875,0.6241830065359477,0.6385620915032679
201,65382.01171875,39474.05078125,0.6196895424836601,0.6366013071895424
202,326109.125,39457.25,0.6266339869281046,0.6411764705882353
203,321668.28125,39180.87109375,0.6243872549019608,0.6457516339869281
204,121462.578125,39260.0703125,0.6241830065359477,0.6542483660130719
205,294870.5625,39223.578125,0.6325571895424836,0.6490196078431373
206,171394.875,39049.765625,0.6309232026143791,0.6503267973856209
207,51090.0078125,39283.19921875,0.6339869281045751,0.6535947712418301
208,39338.0234375,39030.4296875,0.6380718954248366,0.6535947712418301
209,91306.296875,38858.12109375,0.6380718954248366,0.6588235294117647
210,120608.84375,38844.1796875,0.6378676470588235,0.6601307189542484
211,102084.1796875,38780.328125,0.6409313725490197,0.6627450980392157
212,66134.125,38769.8125,0.641952614379085,0.6666666666666666
213,49322.12109375,38621.90234375,0.639501633986928,0.6666666666666666
214,56460.94921875,38622.87890625,0.641748366013072,0.6686274509803921
215,97507.25,38671.68359375,0.6454248366013072,0.6666666666666666
216,67013.8984375,38612.5078125,0.6523692810457516,0.6725490196078432
217,52409.73046875,38559.35546875,0.6491013071895425,0.6686274509803921
218,274186.75,38503.50390625,0.6470588235294118,0.673202614379085
219,144186.578125,38748.2578125,0.6556372549019608,0.673202614379085
220,47030.58984375,38490.7109375,0.6527777777777778,0.6725490196078432
221,63850.7890625,38369.7109375,0.6570669934640523,0.6764705882352942
222,70009.8671875,38578.48828125,0.6627859477124183,0.6797385620915033
223,86662.9140625,38365.70703125,0.6605392156862745,0.677124183006536
224,42585.58203125,38217.6796875,0.6603349673202614,0.6803921568627451
225,170298.484375,38294.46875,0.6652369281045751,0.6836601307189543
226,69262.9375,38225.54296875,0.6727941176470589,0.6823529411764706
227,79943.9921875,37945.375,0.6621732026143791,0.6830065359477124
