Epoch,Train_Loss,Test_Loss,Train_Accuracy,Test_Accuracy
1,5386992.0,16571575.0,0.06147727272727273,0.07488186114140312
2,54929292.0,17644878.0,0.09602272727272727,0.20865139949109415
3,131028048.0,18029524.0,0.1565909090909091,0.3187931661214104
4,383103936.0,19288462.0,0.22125,0.3624136677571792
5,214073376.0,18700718.0,0.2838636363636364,0.3707742639040349
6,120263800.0,17253302.0,0.32386363636363635,0.3751363140676118
7,209555328.0,16918334.0,0.33988636363636365,0.37549981824790984
8,226803360.0,14896586.0,0.3584090909090909,0.3751363140676118
9,296762336.0,11457939.0,0.3668181818181818,0.3751363140676118
10,81406600.0,10515947.0,0.3709090909090909,0.3751363140676118
11,156467328.0,10147763.0,0.3725,0.3751363140676118
12,209383296.0,10198260.0,0.37386363636363634,0.3751363140676118
13,36130596.0,9777100.0,0.3743181818181818,0.3751363140676118
14,298515840.0,10480318.0,0.37511363636363637,0.3751363140676118
15,178954912.0,8994222.0,0.37488636363636363,0.3751363140676118
16,98125848.0,7768531.0,0.375,0.3751363140676118
17,103427960.0,8144674.0,0.37511363636363637,0.3751363140676118
18,557144768.0,7966468.5,0.37511363636363637,0.3751363140676118
19,3337714432.0,6954374.0,0.37511363636363637,0.3751363140676118
20,151177456.0,6939741.5,0.375,0.3751363140676118
21,1140345216.0,6420417.5,0.37511363636363637,0.3751363140676118
22,235701456.0,5670460.0,0.37545454545454543,0.3751363140676118
23,203025744.0,5255052.0,0.375,0.3751363140676118
24,30088964.0,5215843.0,0.37511363636363637,0.3751363140676118
25,76821968.0,5343902.0,0.37511363636363637,0.3751363140676118
26,137716768.0,5031643.0,0.37511363636363637,0.3751363140676118
27,19056898.0,4763689.5,0.37511363636363637,0.3751363140676118
28,29146768.0,4546392.0,0.37511363636363637,0.3751363140676118
29,53227000.0,4217611.5,0.37511363636363637,0.3751363140676118
30,34023784.0,4133972.5,0.37511363636363637,0.3751363140676118
31,66309972.0,4265604.0,0.37511363636363637,0.3751363140676118
32,26894022.0,4350911.5,0.37511363636363637,0.3751363140676118
33,129678936.0,4080762.25,0.37511363636363637,0.3751363140676118
34,85067144.0,3484720.25,0.37511363636363637,0.3751363140676118
35,789128704.0,2831136.0,0.37511363636363637,0.3751363140676118
36,141990800.0,2557516.0,0.37511363636363637,0.3751363140676118
37,56967712.0,2487621.0,0.37511363636363637,0.3751363140676118
38,107036504.0,2402072.25,0.37511363636363637,0.3751363140676118
39,26392984.0,2533434.0,0.37511363636363637,0.3751363140676118
40,63240892.0,2713535.5,0.37511363636363637,0.3751363140676118
41,12270743.0,2859242.0,0.37511363636363637,0.3751363140676118
42,35414296.0,2849457.5,0.37511363636363637,0.3751363140676118
43,38579632.0,2778214.0,0.37522727272727274,0.3751363140676118
44,8261167.0,2699230.0,0.37511363636363637,0.3751363140676118
45,54536268.0,2600253.75,0.37511363636363637,0.3751363140676118
46,61590728.0,2466989.0,0.37511363636363637,0.3751363140676118
47,14708317.0,2328441.25,0.37511363636363637,0.3751363140676118
48,121707152.0,2210805.0,0.37511363636363637,0.3751363140676118
49,17207132.0,2131581.75,0.37488636363636363,0.3751363140676118
50,14855931.0,2056520.75,0.37511363636363637,0.3751363140676118
51,230471280.0,1991671.375,0.3753409090909091,0.3751363140676118
52,515692896.0,1876311.25,0.3755681818181818,0.3751363140676118
53,28452986.0,1826024.375,0.37511363636363637,0.3751363140676118
54,14468864.0,1944147.25,0.375,0.3751363140676118
55,13830725.0,2071294.375,0.3756818181818182,0.3751363140676118
56,8588243.0,2189749.0,0.3759090909090909,0.3751363140676118
57,7472415.0,2342994.5,0.3755681818181818,0.3751363140676118
